seq_index;gene_name;score;offset;insertions;deletions;mismatches;length;5_p_align_offset;3_p_align_offset
863;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;50;-1;{};{};{11,12,13,14,15,16,17,18,19,21,23,26,29,31,32,33,34,35,36,38,39,40,41,42,43,44,46,52,53,54,55,56,57,58,59,60,61,63,66,67,68,70,73,74,75,76,78,80,83,84,85,86};11;0;10
863;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;265;-228;{};{};{54,56,57,58};54;0;53
863;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;247;-228;{};{};{0,3,26,58};58;0;57
863;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;247;-228;{};{};{0,3,26,58};58;0;57
863;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;133;-228;{};{};{1,3,7,11,16,17,23,54,58};58;0;57
863;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;247;-228;{};{};{6,7,58};58;0;57
863;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;266;-228;{};{};{10,58};58;0;57
863;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;266;-228;{};{};{10,58};58;0;57
863;L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;190;-228;{};{};{1,11,23,29,35,58};58;0;57
863;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;247;-225;{};{};{7,41,58};58;0;57
863;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;237;-228;{};{};{11,35,56,58};56;0;55
864;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;94;-228;{};{};{1,2,10,11,17,18,35,38,44,54,56,57};54;0;53
864;AF009660|TRBV10-1*02|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| | | | |287+0=287| | |;94;-228;{};{};{1,2,10,11,17,18,35,38,44,54,56,57};54;0;53
864;AF009660|TRBV10-1*04|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| Found in Data! Indiv 7. Also found by BLAST | | | |287+0=287| | |;75;-228;{};{};{1,2,6,10,11,17,18,35,38,44,54,56,57};54;0;53
864;U66059|TRBV10-2*01|Homo sapiens|F|V-REGION|239867..240153|287 nt|1| | | | |287+0=287| | |;94;-228;{};{};{1,2,10,11,15,17,19,38,44,54,56,57};54;0;53
864;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;94;-228;{};{};{1,2,10,11,15,17,18,19,49,54,56,57};54;0;53
864;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;94;-225;{};{};{1,2,10,11,15,17,18,19,49,54,56,57};54;0;53
864;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;246;-228;{};{};{10,54,56,57};54;0;53
864;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;223;-228;{};{};{0,3,10,26,57};57;0;56
864;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;223;-228;{};{};{0,3,10,26,57};57;0;56
864;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;113;-228;{};{};{1,3,7,10,11,16,17,23,54,57};54;0;53
864;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;223;-228;{};{};{6,7,10,57};57;0;56
864;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;280;-228;{};{};{57};57;0;56
864;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;280;-228;{};{};{57};57;0;56
864;L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;166;-228;{};{};{1,10,11,23,29,35,57};57;0;56
864;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;223;-225;{};{};{7,10,41,57};57;0;56
864;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;218;-228;{};{};{10,11,35,56,57};56;0;55
865;M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;220;-246;{};{};{45,46};45;0;44
866;M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;230;-246;{};{};{};47;0;46
867;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{8,9,14,16,17,18,26,29,35,36,50,53,54,55};50;0;49
867;X07224|TRBV12-1*01|Homo sapiens|P|V-REGION|381..667|287 nt|1| | | | |287+0=287|partial in 5'| |;63;-231;{};{};{9,10,11,25,26,28,29,30,32,35,50,54,55};25;0;24
867;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;260;-234;{};{};{53,54,55};53;0;52
867;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;260;-234;{};{};{53,54,55};53;0;52
867;M14264|TRBV12-4*02|Homo sapiens|(F)|V-REGION|58..345|288 nt|1| | | | |288+0=288| | |;260;-234;{};{};{53,54,55};53;0;52
867;X07223|TRBV12-5*01|Homo sapiens|F|V-REGION|392..681|290 nt|1| | | | |290+0=290| | |;177;-234;{};{};{35,38,44,47,48,53,54,55};44;0;43
867;U03115|TRBV17*01|Homo sapiens|ORF|V-REGION|72572..72858|287 nt|1| | | | |287+0=287| | |;75;-234;{};{};{5,9,14,17,29,35,36,40,41,42,43,44,48,51,52};35;0;34
867;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{7,9,14,16,17,18,29,35,36,50,53,54,55};50;0;49
867;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{7,9,14,16,17,18,29,35,36,39,50,53,54,55};50;0;49
867;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;55;-234;{};{};{7,9,14,16,17,18,26,29,35,36,50,53,54,55};50;0;49
867;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;93;-234;{};{};{7,9,14,16,17,18,35,36,50,53,54,55};50;0;49
868;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;183;-234;{};{};{12,19,30,49,51,52};49;0;48
868;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;240;-234;{};{};{49,51,52,55};49;0;48
868;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;221;-234;{};{};{21,49,51,52,55};49;0;48
868;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;221;-234;{};{};{5,49,51,52,55};49;0;48
868;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;202;-234;{};{};{12,19,49,51,52,55};49;0;48
868;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;120;-231;{};{};{12,16,17,19,36,44,47,48,49,51,52};44;0;43
868;X06154|TRBV14*01|Homo sapiens|F|V-REGION|283..572|290 nt|1| | | | |290+0=290| | |;61;-234;{};{};{0,2,12,14,17,23,26,28,29,32,36,49,55};55;0;54
868;L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;94;-234;{};{};{6,9,11,23,26,29,36,38,49,54};54;0;53
868;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;69;-234;{};{};{4,6,8,9,17,26,30,35,36,49,50,51};49;0;48
868;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;69;-234;{};{};{4,6,8,9,17,26,30,35,36,49,50,51};49;0;48
868;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;69;-234;{};{};{0,7,8,9,12,16,17,19,25,29,49,51,52};49;0;48
868;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;126;-234;{};{};{7,8,9,12,16,17,49,51,52};49;0;48
868;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;126;-234;{};{};{7,8,9,12,16,17,49,51,52};49;0;48
868;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;107;-231;{};{};{7,8,9,12,16,17,42,49,51,52};49;0;48
868;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;126;-234;{};{};{7,8,9,12,16,17,49,51,52};49;0;48
868;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;88;-234;{};{};{7,8,9,12,16,17,19,26,49,51,52,54};49;0;48
868;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;69;-234;{};{};{7,8,9,12,16,17,19,26,39,49,51,52,54};49;0;48
868;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;50;-234;{};{};{7,8,9,12,16,17,19,26,31,39,49,51,52,54};49;0;48
868;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;88;-234;{};{};{7,8,9,12,16,17,19,26,49,51,52,54};49;0;48
868;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;69;-234;{};{};{7,8,9,12,16,17,19,26,29,49,51,52};49;0;48
868;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;50;-234;{};{};{7,8,9,12,16,17,18,19,30,37,49,51,52};49;0;48
868;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;107;-234;{};{};{7,8,9,12,16,17,26,49,51,52};49;0;48
868;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;88;-234;{};{};{7,8,9,12,15,16,17,26,49,51,52};49;0;48
868;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;88;-234;{};{};{7,8,9,12,16,17,19,30,49,51,52};49;0;48
868;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;88;-234;{};{};{7,8,9,12,16,17,19,30,49,51,52};49;0;48
868;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;88;-234;{};{};{7,8,9,12,16,17,19,30,49,51,52};49;0;48
868;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;88;-234;{};{};{7,8,9,12,16,17,19,30,49,51,52};49;0;48
868;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;69;-150;{};{};{7,8,9,12,15,16,17,19,30,49,51,52};49;0;48
869;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;79;-234;{};{};{7,8,9,12,16,17,19,30,32,51,52,53,55};51;0;50
869;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;98;-234;{};{};{7,8,9,12,16,17,30,32,51,52,53,55};51;0;50
869;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;79;-234;{};{};{7,8,9,12,16,17,21,30,32,51,52,53,55};51;0;50
869;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;79;-234;{};{};{5,7,8,9,12,16,17,30,32,51,52,53,55};51;0;50
869;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;79;-234;{};{};{7,8,9,12,16,17,19,30,32,51,52,53,55};51;0;50
869;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;63;-231;{};{};{7,8,9,12,19,30,32,36,44,47,48,51,52,53,55};44;0;43
869;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{4,6,7,12,16,26,30,32,35,36,50,51,52,53,55};50;0;49
869;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;55;-234;{};{};{4,6,7,12,16,26,30,32,35,36,50,51,52,53,55};50;0;49
869;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;155;-234;{};{};{0,19,25,29,30,32,51,53,55};51;0;50
869;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;212;-234;{};{};{30,32,51,52,53,55};51;0;50
869;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;212;-234;{};{};{30,32,51,52,53,55};51;0;50
869;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;193;-231;{};{};{30,32,42,51,52,53,55};51;0;50
869;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;193;-234;{};{};{12,30,32,51,52,53,55};51;0;50
869;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;136;-234;{};{};{12,16,19,26,30,32,51,52,53,54,55};51;0;50
869;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;136;-234;{};{};{12,19,26,30,32,39,51,52,53,54,55};51;0;50
869;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;117;-234;{};{};{12,19,26,30,31,32,39,51,52,53,54,55};51;0;50
869;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;136;-234;{};{};{12,16,19,26,30,32,51,52,53,54,55};51;0;50
869;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;136;-234;{};{};{12,19,26,29,30,32,51,52,53,55};51;0;50
869;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;136;-234;{};{};{12,18,19,30,32,37,51,52,53,55};51;0;50
869;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;98;-234;{};{};{2,12,18,19,26,30,32,37,51,52,53,55};51;0;50
869;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;79;-234;{};{};{2,12,18,19,26,30,32,37,44,51,52,53,55};51;0;50
869;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;193;-234;{};{};{26,30,32,51,52,53,55};51;0;50
869;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;174;-234;{};{};{15,26,30,32,51,52,53,55};51;0;50
869;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;174;-234;{};{};{12,19,30,32,51,52,53,55};51;0;50
869;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;174;-234;{};{};{12,19,30,32,51,52,53,55};51;0;50
869;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;174;-234;{};{};{12,19,30,32,51,52,53,55};51;0;50
869;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;174;-234;{};{};{12,19,30,32,51,52,53,55};51;0;50
869;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;155;-150;{};{};{12,15,19,30,32,51,52,53,55};51;0;50
870;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;88;-234;{};{};{7,8,9,12,16,17,19,30,49,51,52,53};49;0;48
870;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;126;-234;{};{};{7,8,9,12,16,17,49,51,52,53,55};49;0;48
870;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;107;-234;{};{};{7,8,9,12,16,17,21,49,51,52,53,55};49;0;48
870;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;107;-234;{};{};{5,7,8,9,12,16,17,49,51,52,53,55};49;0;48
870;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;107;-234;{};{};{7,8,9,12,16,17,19,49,51,52,53,55};49;0;48
870;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;101;-231;{};{};{7,8,9,12,19,36,44,47,48,49,51,52,53};44;0;43
870;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;69;-234;{};{};{4,6,7,12,16,26,30,35,36,49,50,52,53};49;0;48
870;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;69;-234;{};{};{4,6,7,12,16,26,30,35,36,49,50,52,53};49;0;48
870;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;183;-234;{};{};{0,19,25,29,49,51,52,53};49;0;48
870;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;240;-234;{};{};{49,51,52,53};49;0;48
870;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;240;-234;{};{};{49,51,52,53};49;0;48
870;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;221;-231;{};{};{42,49,51,52,53};49;0;48
870;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;221;-234;{};{};{12,49,51,52,53};49;0;48
870;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;164;-234;{};{};{12,16,19,26,49,51,52,53,54};49;0;48
870;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;164;-234;{};{};{12,19,26,39,49,51,52,53,54};49;0;48
870;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;145;-234;{};{};{12,19,26,31,39,49,51,52,53,54};49;0;48
870;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;164;-234;{};{};{12,16,19,26,49,51,52,53,54};49;0;48
870;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;164;-234;{};{};{12,19,26,29,49,51,52,53};49;0;48
870;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;145;-234;{};{};{12,18,19,30,37,49,51,52,53};49;0;48
870;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;107;-234;{};{};{2,12,18,19,26,30,37,49,51,52,53};49;0;48
870;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;88;-234;{};{};{2,12,18,19,26,30,37,44,49,51,52,53};49;0;48
870;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;221;-234;{};{};{26,49,51,52,53};49;0;48
870;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;202;-234;{};{};{15,26,49,51,52,53};49;0;48
870;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;183;-234;{};{};{12,19,30,49,51,52,53};49;0;48
870;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;183;-234;{};{};{12,19,30,49,51,52,53};49;0;48
870;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;183;-234;{};{};{12,19,30,49,51,52,53};49;0;48
870;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;183;-234;{};{};{12,19,30,49,51,52,53};49;0;48
870;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;164;-150;{};{};{12,15,19,30,49,51,52,53};49;0;48
871;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;108;-234;{};{};{7,8,9,12,16,17,19,30,53,54};53;0;52
871;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;146;-234;{};{};{7,8,9,12,16,17,53,54,55};53;0;52
871;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;127;-234;{};{};{7,8,9,12,16,17,21,53,54,55};53;0;52
871;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;127;-234;{};{};{5,7,8,9,12,16,17,53,54,55};53;0;52
871;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;127;-234;{};{};{7,8,9,12,16,17,19,53,54,55};53;0;52
871;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;101;-231;{};{};{7,8,9,12,19,36,44,47,48,53,54};44;0;43
871;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,53,54};50;0;49
871;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,53,54};50;0;49
871;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;51;-231;{};{};{0,2,3,5,6,7,9,10,11,12,16,30,53,54};53;0;52
871;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;198;-234;{};{};{0,19,25,29,52,53,54};52;0;51
871;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;260;-234;{};{};{53,54};53;0;52
871;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;260;-234;{};{};{53,54};53;0;52
871;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;241;-231;{};{};{42,53,54};53;0;52
871;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;241;-234;{};{};{12,53,54};53;0;52
871;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;184;-234;{};{};{12,16,19,26,53,54};53;0;52
871;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;184;-234;{};{};{12,19,26,39,53,54};53;0;52
871;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;165;-234;{};{};{12,19,26,31,39,53,54};53;0;52
871;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;184;-234;{};{};{12,16,19,26,53,54};53;0;52
871;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;184;-234;{};{};{12,19,26,29,53,54};53;0;52
871;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;165;-234;{};{};{12,18,19,30,37,53,54};53;0;52
871;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;127;-234;{};{};{2,12,18,19,26,30,37,53,54};53;0;52
871;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;108;-234;{};{};{2,12,18,19,26,30,37,44,53,54};53;0;52
871;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;241;-234;{};{};{26,53,54};53;0;52
871;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;222;-234;{};{};{15,26,53,54};53;0;52
